"DateTime","TotalActive","Kitchen","Laundry","HVAC","Others"
2006-12-19 07:00:00,1785.63333333333,0,0,444,1341.63333333333
2006-12-19 08:00:00,3879.03333333333,561,1571,1026,721.033333333333
2006-12-19 09:00:00,1617.76666666667,278,862,196,281.766666666667
2006-12-19 10:00:00,437.133333333333,0,85,0,352.133333333333
2006-12-19 11:00:00,2321.63333333333,0,2061,0,260.633333333333
2006-12-19 12:00:00,430.666666666667,0,175,0,255.666666666667
2006-12-19 13:00:00,300.466666666667,0,37,0,263.466666666667
2006-12-19 14:00:00,302.133333333333,0,45,0,257.133333333333
2006-12-19 15:00:00,421.366666666667,0,10,133,278.366666666667
2006-12-19 16:00:00,1372.13333333333,0,43,1082,247.133333333333
2006-12-19 17:00:00,2111.5,0,10,1046,1055.5
2006-12-19 18:00:00,2204.7,0,44,1038,1122.7
2006-12-19 19:00:00,1842.1,0,3,699,1140.1
2006-12-19 20:00:00,2940.53333333333,0,1614,0,1326.53333333333
2006-12-19 21:00:00,1442.86666666667,0,747,0,695.866666666667
2006-12-19 22:00:00,720,0,70,0,650
2006-12-19 23:00:00,383.7,0,10,0,373.7
2006-12-20 00:00:00,459.833333333333,0,43,0,416.833333333333
2006-12-20 01:00:00,258.666666666667,0,10,0,248.666666666667
2006-12-20 02:00:00,784.366666666667,0,42,476,266.366666666667
2006-12-20 03:00:00,310.033333333333,0,10,42,258.033333333333
2006-12-20 04:00:00,289,0,28,0,261
2006-12-20 05:00:00,262.7,0,12,0,250.7
2006-12-20 06:00:00,283.6,0,0,0,283.6
2006-12-20 07:00:00,1526.63333333333,0,31,280,1215.63333333333
2006-12-20 08:00:00,2917.6,0,577,1057,1283.6
2006-12-20 09:00:00,1385.53333333333,0,32,1086,267.533333333333
2006-12-20 10:00:00,1510.3,0,194,1063,253.3
2006-12-20 11:00:00,2892.4,0,1510,1062,320.4
2006-12-20 12:00:00,1421.03333333333,0,5,1081,335.033333333333
2006-12-20 13:00:00,1428.4,0,28,1080,320.4
2006-12-20 14:00:00,1294.9,0,3,995,296.9
2006-12-20 15:00:00,281.133333333333,0,12,0,269.133333333333
2006-12-20 16:00:00,468.433333333333,0,19,0,449.433333333333
2006-12-20 17:00:00,573.5,0,0,0,573.5
2006-12-20 18:00:00,2836.83333333333,0,31,631,2174.83333333333
2006-12-20 19:00:00,3248.63333333333,0,0,1031,2217.63333333333
2006-12-20 20:00:00,3575.46666666667,0,31,1027,2517.46666666667
2006-12-20 21:00:00,3646.06666666667,0,0,1024,2622.06666666667
2006-12-20 22:00:00,3058.96666666667,0,22,1049,1987.96666666667
2006-12-20 23:00:00,2381.76666666667,0,8,1079,1294.76666666667
2006-12-21 00:00:00,1535.86666666667,0,0,1088,447.866666666667
2006-12-21 01:00:00,1397.96666666667,0,31,1091,275.966666666667
2006-12-21 02:00:00,1274.9,0,0,1032,242.9
2006-12-21 03:00:00,302.6,0,30,0,272.6
2006-12-21 04:00:00,246.733333333333,0,0,0,246.733333333333
2006-12-21 05:00:00,290.7,0,23,0,267.7
2006-12-21 06:00:00,295.666666666667,0,8,0,287.666666666667
2006-12-21 07:00:00,1280.46666666667,0,0,0,1280.46666666667
2006-12-21 08:00:00,1563.03333333333,0,30,305,1228.03333333333
2006-12-21 09:00:00,2575.8,666,562,1046,301.8
2006-12-21 10:00:00,1767.7,569,31,890,277.7
2006-12-21 11:00:00,516.833333333333,0,0,0,516.833333333333
2006-12-21 12:00:00,819.133333333333,0,460,0,359.133333333333
2006-12-21 13:00:00,1688.23333333333,0,1192,233,263.233333333333
2006-12-21 14:00:00,1023.9,0,72,500,451.9
2006-12-21 15:00:00,307.4,0,10,0,297.4
2006-12-21 16:00:00,1360.06666666667,0,43,1037,280.066666666667
2006-12-21 17:00:00,1752.63333333333,0,10,719,1023.63333333333
2006-12-21 18:00:00,2443.3,0,42,1006,1395.3
2006-12-21 19:00:00,2197.13333333333,281,10,702,1204.13333333333
2006-12-21 20:00:00,2437.36666666667,249,36,257,1895.36666666667
2006-12-21 21:00:00,982.266666666667,0,2,515,465.266666666667
2006-12-21 22:00:00,280.266666666667,0,12,0,268.266666666667
2006-12-21 23:00:00,270.433333333333,0,19,0,251.433333333333
2006-12-22 00:00:00,266.933333333333,0,0,0,266.933333333333
2006-12-22 01:00:00,272,0,31,0,241
2006-12-22 02:00:00,267.633333333333,0,0,0,267.633333333333
2006-12-22 03:00:00,273.866666666667,0,31,0,242.866666666667
2006-12-22 04:00:00,264.266666666667,0,0,0,264.266666666667
2006-12-22 05:00:00,806.833333333333,0,23,534,249.833333333333
2006-12-22 06:00:00,479.633333333333,0,8,0,471.633333333333
2006-12-22 07:00:00,1723.2,0,0,224,1499.2
2006-12-22 08:00:00,2744.4,667,31,1063,983.4
2006-12-22 09:00:00,1896.3,601,0,1055,240.3
2006-12-22 10:00:00,1344.96666666667,0,30,1055,259.966666666667
2006-12-22 11:00:00,1252.56666666667,225,0,762,265.566666666667
2006-12-22 12:00:00,1228.46666666667,638,34,0,556.466666666667
2006-12-22 13:00:00,671.9,0,0,0,671.9
2006-12-22 14:00:00,815.566666666667,0,34,362,419.566666666667
2006-12-22 15:00:00,1451.63333333333,0,0,1075,376.633333333333
2006-12-22 16:00:00,1571.2,0,32,1074,465.2
2006-12-22 17:00:00,1496.8,0,0,631,865.8
2006-12-22 18:00:00,2686.96666666667,0,31,234,2421.96666666667
2006-12-22 19:00:00,3938.16666666667,0,0,1036,2902.16666666667
2006-12-22 20:00:00,3536.06666666667,469,34,1021,2012.06666666667
2006-12-22 21:00:00,4548.66666666667,551,0,1005,2992.66666666667
2006-12-22 22:00:00,3065.06666666667,0,23,0,3042.06666666667
2006-12-22 23:00:00,2419.2,0,8,0,2411.2
2006-12-23 00:00:00,1698.23333333333,0,2,0,1696.23333333333
2006-12-23 01:00:00,1722.8,0,29,0,1693.8
2006-12-23 02:00:00,1700.76666666667,0,0,0,1700.76666666667
2006-12-23 03:00:00,1771.53333333333,0,31,0,1740.53333333333
2006-12-23 04:00:00,1891.6,0,0,124,1767.6
2006-12-23 05:00:00,2229.1,0,28,424,1777.1
2006-12-23 06:00:00,1649.36666666667,0,3,0,1646.36666666667
2006-12-23 07:00:00,4023.36666666667,0,0,651,3372.36666666667
2006-12-23 08:00:00,4190.83333333333,0,31,1050,3109.83333333333
2006-12-23 09:00:00,3246.4,0,0,1066,2180.4
2006-12-23 10:00:00,2972.16666666667,0,31,516,2425.16666666667
2006-12-23 11:00:00,3159,0,0,649,2510
2006-12-23 12:00:00,2928.8,0,10,574,2344.8
2006-12-23 13:00:00,3406.3,0,21,1057,2328.3
2006-12-23 14:00:00,3757.96666666667,0,0,1063,2694.96666666667
2006-12-23 15:00:00,4049.1,0,31,1070,2948.1
2006-12-23 16:00:00,4349.1,76,65,1063,3145.1
2006-12-23 17:00:00,5452.53333333333,971,40,1005,3436.53333333333
2006-12-23 18:00:00,3879.4,0,1,1041,2837.4
2006-12-23 19:00:00,4117.83333333333,0,36,1048,3033.83333333333
2006-12-23 20:00:00,4181.4,0,21,1045,3115.4
2006-12-23 21:00:00,3288.43333333333,0,13,340,2935.43333333333
2006-12-23 22:00:00,4327.93333333333,866,30,0,3431.93333333333
2006-12-23 23:00:00,5562.46666666667,756,2,940,3864.46666666667
2006-12-24 00:00:00,4028,0,30,1052,2946
2006-12-24 01:00:00,3275.7,437,2,1038,1798.7
2006-12-24 02:00:00,2303.03333333333,461,22,220,1600.03333333333
2006-12-24 03:00:00,1606.76666666667,0,9,0,1597.76666666667
2006-12-24 04:00:00,1576.1,0,3,0,1573.1
2006-12-24 05:00:00,1631.9,0,28,0,1603.9
2006-12-24 06:00:00,1895.2,0,0,0,1895.2
2006-12-24 07:00:00,1476.4,0,31,0,1445.4
2006-12-24 08:00:00,1427.76666666667,0,0,0,1427.76666666667
2006-12-24 09:00:00,2725.66666666667,0,23,863,1839.66666666667
2006-12-24 10:00:00,2675.33333333333,0,520,1030,1125.33333333333
2006-12-24 11:00:00,2092.93333333333,0,94,1038,960.933333333333
2006-12-24 12:00:00,1500,0,379,125,996
2006-12-24 13:00:00,3239.93333333333,0,1831,343,1065.93333333333
2006-12-24 14:00:00,1371.53333333333,0,92,603,676.533333333333
2006-12-24 15:00:00,3096.83333333333,393,1837,0,866.833333333333
2006-12-24 16:00:00,2007.13333333333,412,52,579,964.133333333333
2006-12-24 17:00:00,1686.5,0,31,0,1655.5
2006-12-24 18:00:00,505.2,0,36,0,469.2
2006-12-24 19:00:00,454.033333333333,0,0,0,454.033333333333
2006-12-24 20:00:00,474.1,0,0,0,474.1
2006-12-24 21:00:00,484.033333333333,0,35,0,449.033333333333
2006-12-24 22:00:00,479.766666666667,0,0,0,479.766666666667
2006-12-24 23:00:00,486.333333333333,0,27,0,459.333333333333
2006-12-25 00:00:00,999.566666666667,0,9,177,813.566666666667
2006-12-25 01:00:00,1206.76666666667,0,0,693,513.766666666667
2006-12-25 02:00:00,438,0,36,0,402
2006-12-25 03:00:00,589.966666666667,0,0,0,589.966666666667
2006-12-25 04:00:00,578.666666666667,0,0,0,578.666666666667
2006-12-25 05:00:00,620.1,0,37,0,583.1
2006-12-25 06:00:00,264.066666666667,0,0,0,264.066666666667
2006-12-25 07:00:00,676.8,0,9,20,647.8
2006-12-25 08:00:00,2611.1,0,26,637,1948.1
2006-12-25 09:00:00,1493.46666666667,0,0,0,1493.46666666667
2006-12-25 10:00:00,1915.66666666667,0,35,0,1880.66666666667
2006-12-25 11:00:00,3044.6,581,0,704,1759.6
2006-12-25 12:00:00,2912.6,1359,0,272,1281.6
2006-12-25 13:00:00,2224.93333333333,1122,34,0,1068.93333333333
2006-12-25 14:00:00,1783.73333333333,339,0,307,1137.73333333333
2006-12-25 15:00:00,1740.33333333333,360,21,575,784.333333333333
2006-12-25 16:00:00,3872.83333333333,1645,14,0,2213.83333333333
2006-12-25 17:00:00,2071.8,228,0,262,1581.8
2006-12-25 18:00:00,2423.06666666667,0,273,390,1760.06666666667
2006-12-25 19:00:00,1629.5,0,305,0,1324.5
2006-12-25 20:00:00,1977.13333333333,0,3,371,1603.13333333333
2006-12-25 21:00:00,3836.86666666667,436,997,1046,1357.86666666667
2006-12-25 22:00:00,4214.86666666667,550,89,341,3234.86666666667
2006-12-25 23:00:00,2592.23333333333,0,74,0,2518.23333333333
2006-12-26 00:00:00,2424.26666666667,0,11,0,2413.26666666667
2006-12-26 01:00:00,2402.63333333333,0,46,0,2356.63333333333
2006-12-26 02:00:00,2410.93333333333,0,11,0,2399.93333333333
2006-12-26 03:00:00,2449.06666666667,0,10,0,2439.06666666667
2006-12-26 04:00:00,2992.5,0,47,530,2415.5
2006-12-26 05:00:00,2387.73333333333,0,2,0,2385.73333333333
2006-12-26 06:00:00,2388.2,0,15,0,2373.2
2006-12-26 07:00:00,3136.06666666667,0,20,144,2972.06666666667
2006-12-26 08:00:00,2365.93333333333,0,0,753,1612.93333333333
2006-12-26 09:00:00,3545.06666666667,0,553,900,2092.06666666667
2006-12-26 10:00:00,4041.9,0,0,1036,3005.9
2006-12-26 11:00:00,2373.53333333333,0,0,1052,1321.53333333333
2006-12-26 12:00:00,2464.7,0,34,1054,1376.7
2006-12-26 13:00:00,2886.8,0,0,1055,1831.8
2006-12-26 14:00:00,3826.6,0,1563,1088,1175.6
2006-12-26 15:00:00,2629.6,0,38,1104,1487.6
2006-12-26 16:00:00,3450.73333333333,0,25,1069,2356.73333333333
2006-12-26 17:00:00,3342.33333333333,0,46,1040,2256.33333333333
2006-12-26 18:00:00,3246.7,0,10,1053,2183.7
2006-12-26 19:00:00,3034,0,22,1054,1958
2006-12-26 20:00:00,3479,511,34,1066,1868
2006-12-26 21:00:00,2658.4,575,10,981,1092.4
2006-12-26 22:00:00,863.6,0,36,0,827.6
2006-12-26 23:00:00,768.2,0,0,0,768.2
2006-12-27 00:00:00,482.966666666667,0,0,0,482.966666666667
2006-12-27 01:00:00,493.466666666667,0,35,0,458.466666666667
2006-12-27 02:00:00,479.5,0,0,0,479.5
2006-12-27 03:00:00,444.133333333333,0,10,0,434.133333333333
2006-12-27 04:00:00,474.033333333333,0,26,0,448.033333333333
2006-12-27 05:00:00,1036.53333333333,0,0,594,442.533333333333
2006-12-27 06:00:00,474.4,0,28,0,446.4
2006-12-27 07:00:00,2049.86666666667,0,7,283,1759.86666666667
2006-12-27 08:00:00,2164.73333333333,0,0,1064,1100.73333333333
2006-12-27 09:00:00,2328.96666666667,0,34,1063,1231.96666666667
2006-12-27 10:00:00,2316.96666666667,0,0,1049,1267.96666666667
2006-12-27 11:00:00,1315.6,0,0,1059,256.6
2006-12-27 12:00:00,1078.4,0,35,770,273.4
2006-12-27 13:00:00,264.166666666667,0,0,0,264.166666666667
2006-12-27 14:00:00,263.833333333333,0,2,0,261.833333333333
2006-12-27 15:00:00,333.2,0,33,0,300.2
2006-12-27 16:00:00,296.8,0,0,0,296.8
2006-12-27 17:00:00,501.266666666667,0,20,0,481.266666666667
2006-12-27 18:00:00,1824.4,0,15,0,1809.4
2006-12-27 19:00:00,1736.26666666667,0,0,0,1736.26666666667
2006-12-27 20:00:00,2353.1,0,35,1053,1265.1
2006-12-27 21:00:00,1329.73333333333,0,0,41,1288.73333333333
2006-12-27 22:00:00,1083.5,0,0,0,1083.5
2006-12-27 23:00:00,353.5,0,34,0,319.5
2006-12-28 00:00:00,1018.53333333333,0,0,726,292.533333333333
2006-12-28 01:00:00,277.733333333333,0,4,0,273.733333333333
2006-12-28 02:00:00,316.166666666667,0,31,0,285.166666666667
2006-12-28 03:00:00,298.8,0,0,0,298.8
2006-12-28 04:00:00,310.1,0,21,0,289.1
2006-12-28 05:00:00,289.4,0,14,0,275.4
2006-12-28 06:00:00,292.566666666667,0,0,0,292.566666666667
2006-12-28 07:00:00,1043.33333333333,0,34,122,887.333333333333
2006-12-28 08:00:00,2535.73333333333,629,0,1064,842.733333333333
2006-12-28 09:00:00,1321.53333333333,548,0,503,270.533333333333
2006-12-28 10:00:00,326.066666666667,0,34,0,292.066666666667
2006-12-28 11:00:00,279.933333333333,0,0,0,279.933333333333
2006-12-28 12:00:00,271,0,0,0,271
2006-12-28 13:00:00,698.633333333333,0,35,98,565.633333333333
2006-12-28 14:00:00,1808.56666666667,0,0,1089,719.566666666667
2006-12-28 15:00:00,1574.33333333333,0,5,1096,473.333333333333
2006-12-28 16:00:00,1558.96666666667,0,30,1086,442.966666666667
2006-12-28 17:00:00,2432.53333333333,0,0,1035,1397.53333333333
2006-12-28 18:00:00,2543.9,0,136,1049,1358.9
2006-12-28 19:00:00,2848.5,0,353,264,2231.5
2006-12-28 20:00:00,2116.76666666667,2,79,129,1906.76666666667
2006-12-28 21:00:00,5035.33333333333,640,1774,915,1706.33333333333
2006-12-28 22:00:00,3214.2,388,1231,0,1595.2
2006-12-28 23:00:00,2131.33333333333,0,638,0,1493.33333333333
2006-12-29 00:00:00,1409.33333333333,0,38,0,1371.33333333333
2006-12-29 01:00:00,1994.16666666667,0,21,544,1429.16666666667
2006-12-29 02:00:00,2151.63333333333,0,34,0,2117.63333333333
2006-12-29 03:00:00,2452.66666666667,0,11,0,2441.66666666667
2006-12-29 04:00:00,2471.43333333333,0,45,0,2426.43333333333
2006-12-29 05:00:00,2386.1,0,10,0,2376.1
2006-12-29 06:00:00,2438.9,0,6,0,2432.9
2006-12-29 07:00:00,3838.76666666667,0,33,711,3094.76666666667
2006-12-29 08:00:00,3694.76666666667,0,0,750,2944.76666666667
2006-12-29 09:00:00,3434.9,0,19,1057,2358.9
2006-12-29 10:00:00,2422.53333333333,0,14,1074,1334.53333333333
2006-12-29 11:00:00,1389.16666666667,0,0,1066,323.166666666667
2006-12-29 12:00:00,1555.73333333333,0,33,1058,464.733333333333
2006-12-29 13:00:00,1709.33333333333,0,0,1070,639.333333333333
2006-12-29 14:00:00,1418.5,0,0,1089,329.5
2006-12-29 15:00:00,628.1,0,34,273,321.1
2006-12-29 16:00:00,317.866666666667,0,0,0,317.866666666667
2006-12-29 17:00:00,892.4,0,11,0,881.4
2006-12-29 18:00:00,1892.63333333333,0,504,0,1388.63333333333
2006-12-29 19:00:00,1791.33333333333,0,25,307,1459.33333333333
2006-12-29 20:00:00,3471.83333333333,1252,35,553,1631.83333333333
2006-12-29 21:00:00,4313.73333333333,0,1988,551,1774.73333333333
2006-12-29 22:00:00,3666.03333333333,0,1655,1035,976.033333333333
2006-12-29 23:00:00,1164.66666666667,0,646,191,327.666666666667
2006-12-30 00:00:00,294.7,0,37,0,257.7
2006-12-30 01:00:00,315.3,0,47,0,268.3
2006-12-30 02:00:00,279.433333333333,0,10,0,269.433333333333
2006-12-30 03:00:00,305.766666666667,0,30,0,275.766666666667
2006-12-30 04:00:00,300.933333333333,0,28,0,272.933333333333
2006-12-30 05:00:00,277.833333333333,0,10,0,267.833333333333
2006-12-30 06:00:00,906.766666666667,0,43,584,279.766666666667
2006-12-30 07:00:00,256.566666666667,0,0,0,256.566666666667
2006-12-30 08:00:00,1516.73333333333,0,17,0,1499.73333333333
2006-12-30 09:00:00,3235.76666666667,0,719,886,1630.76666666667
2006-12-30 10:00:00,4509.3,733,1289,991,1496.3
2006-12-30 11:00:00,3885.86666666667,0,1830,1024,1031.86666666667
2006-12-30 12:00:00,3145.1,0,1406,1043,696.1
2006-12-30 13:00:00,2292.96666666667,0,721,1061,510.966666666667
2006-12-30 14:00:00,1789.93333333333,0,37,1072,680.933333333333
2006-12-30 15:00:00,2449.53333333333,0,49,1071,1329.53333333333
2006-12-30 16:00:00,3955.56666666667,0,1482,1049,1424.56666666667
2006-12-30 17:00:00,2581.16666666667,0,65,1017,1499.16666666667
2006-12-30 18:00:00,3862.7,340,0,995,2527.7
2006-12-30 19:00:00,3753.03333333333,919,35,1001,1798.03333333333
2006-12-30 20:00:00,3076.06666666667,515,0,686,1875.06666666667
2006-12-30 21:00:00,2038,565,20,0,1453
2006-12-30 22:00:00,749.133333333333,0,16,0,733.133333333333
2006-12-30 23:00:00,710.2,0,0,0,710.2
2006-12-31 00:00:00,676.233333333333,0,35,0,641.233333333333
2006-12-31 01:00:00,716.166666666667,0,0,0,716.166666666667
2006-12-31 02:00:00,721.933333333333,0,35,0,686.933333333333
2006-12-31 03:00:00,778.566666666667,0,0,0,778.566666666667
2006-12-31 04:00:00,1277.76666666667,0,2,514,761.766666666667
2006-12-31 05:00:00,1050.76666666667,0,33,297,720.766666666667
2006-12-31 06:00:00,2501.36666666667,0,0,0,2501.36666666667
2006-12-31 07:00:00,3364.5,0,34,217,3113.5
2006-12-31 08:00:00,4084.56666666667,0,0,579,3505.56666666667
2006-12-31 09:00:00,2723.2,0,13,0,2710.2
2006-12-31 10:00:00,2914.93333333333,0,21,477,2416.93333333333
2006-12-31 11:00:00,3359.5,0,0,1044,2315.5
2006-12-31 12:00:00,3852.96666666667,0,34,1036,2782.96666666667
2006-12-31 13:00:00,3602.56666666667,0,0,1029,2573.56666666667
2006-12-31 14:00:00,3081.3,0,25,584,2472.3
2006-12-31 15:00:00,2488.26666666667,0,9,0,2479.26666666667
2006-12-31 16:00:00,2838,0,0,0,2838
2006-12-31 17:00:00,2750.26666666667,0,36,0,2714.26666666667
2006-12-31 18:00:00,2410.46666666667,0,0,0,2410.46666666667
2006-12-31 19:00:00,2434.26666666667,0,34,0,2400.26666666667
2006-12-31 20:00:00,2424.93333333333,0,0,0,2424.93333333333
2006-12-31 21:00:00,2443.63333333333,0,5,0,2438.63333333333
2006-12-31 22:00:00,2636,0,31,114,2491
2006-12-31 23:00:00,3104.43333333333,0,0,611,2493.43333333333
2007-01-01 00:00:00,2550.63333333333,0,35,0,2515.63333333333
2007-01-01 01:00:00,2523.4,0,0,0,2523.4
2007-01-01 02:00:00,2582.33333333333,0,20,0,2562.33333333333
2007-01-01 03:00:00,2541.66666666667,0,16,0,2525.66666666667
2007-01-01 04:00:00,2475.73333333333,0,0,0,2475.73333333333
2007-01-01 05:00:00,2476.23333333333,0,35,0,2441.23333333333
2007-01-01 06:00:00,2455.8,0,0,0,2455.8
2007-01-01 07:00:00,2447.2,0,33,0,2414.2
2007-01-01 08:00:00,2441.73333333333,0,3,0,2438.73333333333
2007-01-01 09:00:00,3146.13333333333,0,0,722,2424.13333333333
2007-01-01 10:00:00,2661.73333333333,0,35,149,2477.73333333333
2007-01-01 11:00:00,2576,0,0,0,2576
2007-01-01 12:00:00,2615.86666666667,0,34,0,2581.86666666667
2007-01-01 13:00:00,2162.4,0,0,0,2162.4
2007-01-01 14:00:00,1294.4,0,14,543,737.4
2007-01-01 15:00:00,1909.16666666667,0,21,1049,839.166666666667
2007-01-01 16:00:00,1390.1,0,0,1053,337.1
2007-01-01 17:00:00,1632.06666666667,0,35,1037,560.066666666667
2007-01-01 18:00:00,1461.9,0,0,1044,417.9
2007-01-01 19:00:00,732.3,0,28,283,421.3
2007-01-01 20:00:00,412.3,0,7,0,405.3
2007-01-01 21:00:00,433.933333333333,0,0,0,433.933333333333
2007-01-01 22:00:00,443.733333333333,0,36,0,407.733333333333
2007-01-01 23:00:00,449.966666666667,0,0,0,449.966666666667
2007-01-02 00:00:00,446.433333333333,0,35,0,411.433333333333
2007-01-02 01:00:00,436.733333333333,0,0,0,436.733333333333
2007-01-02 02:00:00,431.566666666667,0,0,0,431.566666666667
2007-01-02 03:00:00,464.166666666667,0,35,0,429.166666666667
2007-01-02 04:00:00,1039.96666666667,0,0,599,440.966666666667
2007-01-02 05:00:00,710.6,0,34,267,409.6
2007-01-02 06:00:00,446.966666666667,0,0,0,446.966666666667
2007-01-02 07:00:00,412.566666666667,0,2,0,410.566666666667
2007-01-02 08:00:00,454.4,0,32,0,422.4
2007-01-02 09:00:00,417.633333333333,0,0,0,417.633333333333
2007-01-02 10:00:00,445.9,0,35,0,410.9
2007-01-02 11:00:00,432.766666666667,0,0,0,432.766666666667
2007-01-02 12:00:00,425.966666666667,0,4,0,421.966666666667
2007-01-02 13:00:00,459,0,30,0,429
2007-01-02 14:00:00,438.433333333333,0,0,0,438.433333333333
2007-01-02 15:00:00,1438.1,0,38,953,447.1
2007-01-02 16:00:00,1459.06666666667,0,0,946,513.066666666667
2007-01-02 17:00:00,2136.2,0,4,505,1627.2
2007-01-02 18:00:00,1972.06666666667,0,30,1038,904.066666666667
2007-01-02 19:00:00,1518.3,0,0,1053,465.3
2007-01-02 20:00:00,2573.53333333333,0,35,1045,1493.53333333333
2007-01-02 21:00:00,1321.43333333333,0,0,156,1165.43333333333
2007-01-02 22:00:00,528.233333333333,0,27,0,501.233333333333
2007-01-02 23:00:00,743.9,0,7,0,736.9
2007-01-03 00:00:00,1125.43333333333,0,0,0,1125.43333333333
2007-01-03 01:00:00,900.7,0,34,0,866.7
2007-01-03 02:00:00,304.833333333333,0,0,0,304.833333333333
2007-01-03 03:00:00,333.3,0,34,0,299.3
2007-01-03 04:00:00,298.833333333333,0,1,0,297.833333333333
2007-01-03 05:00:00,951.633333333333,0,0,653,298.633333333333
2007-01-03 06:00:00,334.333333333333,0,34,0,300.333333333333
2007-01-03 07:00:00,301.7,0,0,0,301.7
2007-01-03 08:00:00,319.6,0,34,0,285.6
2007-01-03 09:00:00,602.5,0,0,0,602.5
2007-01-03 10:00:00,874.233333333333,0,0,0,874.233333333333
2007-01-03 11:00:00,976.4,0,34,507,435.4
2007-01-03 12:00:00,1397.76666666667,0,0,1079,318.766666666667
2007-01-03 13:00:00,1419.93333333333,0,34,1084,301.933333333333
2007-01-03 14:00:00,1090.36666666667,0,0,764,326.366666666667
2007-01-03 15:00:00,302,0,4,0,298
2007-01-03 16:00:00,367.666666666667,0,31,0,336.666666666667
2007-01-03 17:00:00,285.133333333333,0,0,0,285.133333333333
